year,district,active_parish_rows,active_unique_parishes,matched_parish_rows,matched_unique_parishes,matched_share,usable_1851_backbone
1882,Chesterton,38,38,36,36,0.9473684210526315,1
1882,Chichester,11,11,11,11,1.0,1
1882,Chippenham,29,29,28,28,0.9655172413793104,1
1882,Chipping Norton,34,34,28,28,0.8235294117647058,1
1882,Chipping Sodbury,23,23,22,22,0.9565217391304348,1
1882,Chorley,26,26,26,26,1.0,1
1882,Chorlton,12,12,11,11,0.9166666666666666,1
1882,Christchurch (1837-1925),3,3,3,3,1.0,1
1882,Christchurch (1932-1974),3,3,3,3,1.0,1
1882,Church Stretton,14,14,10,10,0.7142857142857143,1
1882,Cirencester,38,38,33,33,0.868421052631579,1
1882,Cleobury Mortimer,17,17,15,15,0.8823529411764706,1
1882,Clitheroe,35,35,28,28,0.8,1
1882,Clun,23,23,17,17,0.7391304347826086,1
1882,Clutton,29,29,27,27,0.9310344827586207,1
1882,Cockermouth,50,50,43,43,0.86,1
1882,Colchester,16,16,15,15,0.9375,1
1882,Congleton,33,33,32,32,0.9696969696969697,1
1882,Conway (to 1937),15,15,9,9,0.6,1
1882,Cookham,7,7,6,6,0.8571428571428571,1
1882,Corwen,15,15,11,11,0.7333333333333333,1
1882,Cosford,28,28,28,28,1.0,1
1882,Coventry,2,2,2,2,1.0,1
1882,Cranbrook,6,6,6,6,1.0,1
1882,Crediton,30,30,29,29,0.9666666666666667,1
1882,Crickhowell,10,10,5,5,0.5,1
1882,Cricklade,15,15,12,12,0.8,1
1882,Croydon,11,11,11,11,1.0,1
1882,Cuckfield,15,15,15,15,1.0,1
1882,Darlington,41,41,37,37,0.9024390243902439,1
1882,Dartford,21,21,21,21,1.0,1
1882,Daventry,28,28,25,25,0.8928571428571429,1
1882,Depwade,43,43,40,40,0.9302325581395349,1
1882,Derby,7,7,5,5,0.7142857142857143,1
1882,Devizes,29,29,25,25,0.8620689655172413,1
1882,Dewsbury,11,11,10,10,0.9090909090909091,1
1882,Docking,37,37,35,35,0.9459459459459459,1
1882,Dolgelly,13,13,9,9,0.6923076923076923,1
1882,Doncaster,56,56,50,50,0.8928571428571429,1
1882,Dorchester,61,61,55,55,0.9016393442622951,1
1882,Dorking,8,8,8,8,1.0,1
1882,Dover,25,25,24,24,0.96,1
1882,Downham,33,33,31,31,0.9393939393939394,1
1882,Driffield,43,43,39,39,0.9069767441860465,1
1882,Droitwich,30,30,26,26,0.8666666666666667,1
1882,Droxford,11,11,11,11,1.0,1
1882,Dudley (1913-35),5,5,4,4,0.8,1
1882,Dudley (1935-66),5,5,4,4,0.8,1
1882,Dudley (1966 onw),5,5,4,4,0.8,1
1882,Dudley (to 1912),5,5,4,4,0.8,1
1882,Dunmow,25,25,25,25,1.0,1
1882,Durham (1837-1938),28,28,26,26,0.9285714285714286,1
1882,Dursley,10,10,10,10,1.0,1
1882,Easington,19,19,17,17,0.8947368421052632,1
1882,Easingwold,28,28,24,24,0.8571428571428571,1
1882,East Ashford,25,25,25,25,1.0,1
1882,East Grinstead,6,6,5,5,0.8333333333333334,1
1882,East Preston,23,23,0,0,0.0,0
1882,East Retford,50,50,46,46,0.92,1
1882,East Stonehouse,1,1,1,1,1.0,1
1882,East Ward,30,30,25,25,0.8333333333333334,1
1882,Eastbourne,14,14,14,14,1.0,1
1882,Easthampstead (1837-1937),5,5,4,4,0.8,1
1882,Easthampstead (1967-74),5,5,4,4,0.8,1
1882,Eastry,31,31,31,31,1.0,1
1882,Ecclesall Bierlow,8,8,7,7,0.875,1
1882,Edmonton,5,5,2,2,0.4,1
1882,Elham,21,21,19,19,0.9047619047619048,1
1882,Ellesmere,17,17,16,16,0.9411764705882353,1
1882,Ely,17,17,15,15,0.8823529411764706,1
1882,Epping,17,17,16,16,0.9411764705882353,1
1882,Epsom,16,16,15,15,0.9375,1
1882,Erpingham,49,49,45,45,0.9183673469387755,1
1882,Eton,19,19,19,19,1.0,1
1882,Evesham,30,30,25,25,0.8333333333333334,1
1882,Exeter,24,24,22,22,0.9166666666666666,1
1882,Falmouth,10,10,10,10,1.0,1
1882,Fareham,9,9,9,9,1.0,1
1882,Faringdon,29,29,25,25,0.8620689655172413,1
1882,Farnham,6,6,6,6,1.0,1
1882,Faversham,25,25,22,22,0.88,1
1882,Ffestiniog,15,15,13,13,0.8666666666666667,1
1882,Flegg,20,20,18,18,0.9,1
1882,Foleshill,12,12,12,12,1.0,1
1882,Forden,24,24,0,0,0.0,0
1882,Fordingbridge,12,12,11,11,0.9166666666666666,1
1882,Forehoe,23,23,21,21,0.9130434782608695,1
1882,Freebridge Lynn,32,32,31,31,0.96875,1
1882,Frome,29,29,26,26,0.896551724137931,1
1882,Fulham,2,2,0,0,0.0,0
1882,Fylde,23,23,17,17,0.7391304347826086,1
1882,Gainsborough,50,50,47,47,0.94,1
1882,Garstang,23,23,20,20,0.8695652173913043,1
1882,Gateshead,9,9,9,9,1.0,1
1882,Glanford Brigg,54,54,50,50,0.9259259259259259,1
1882,Glendale,45,45,40,40,0.8888888888888888,1
1882,Gloucester (1837-1937),40,40,35,35,0.875,1
1882,Gloucester (1974 onw),40,40,35,35,0.875,1
1882,Godstone,14,14,14,14,1.0,1
1882,Goole,17,17,16,16,0.9411764705882353,1
1882,Gower,18,18,0,0,0.0,0
1882,Grantham (1837-1933),54,54,48,48,0.8888888888888888,1
1882,Grantham (1974 onw),54,54,48,48,0.8888888888888888,1
1882,Gravesend (1837-1941),2,2,2,2,1.0,1
1882,Gravesend (1980 onw),2,2,2,2,1.0,1
1882,Great Ouseburn,46,46,0,0,0.0,0
1882,Greenwich,3,3,2,2,0.6666666666666666,1
1882,Guildford,23,23,20,20,0.8695652173913043,1
1882,Guiltcross,21,21,21,21,1.0,1
1882,Guisborough,24,24,23,23,0.9583333333333334,1
1882,Hackney,2,2,1,1,0.5,1
1882,Hailsham,11,11,10,10,0.9090909090909091,1
1882,Halifax,19,19,15,15,0.7894736842105263,1
1882,Halstead,16,16,15,15,0.9375,1
1882,Haltwhistle,17,17,16,16,0.9411764705882353,1
1882,Hambledon,16,16,15,15,0.9375,1
1882,Hampstead,1,1,0,0,0.0,0
1882,Hardingstone,20,20,20,20,1.0,1
1882,Hartismere,32,32,32,32,1.0,1
1882,Hartlepool (1859-1938),12,12,0,0,0.0,0
1882,Hartlepool (1967-74),12,12,0,0,0.0,0
1882,Hartlepool (1996 onw),12,12,0,0,0.0,0
1882,Hartley Wintney,18,18,11,11,0.6111111111111112,1
1882,Haslingden,9,9,5,5,0.5555555555555556,1
1882,Hastings (1837-1977),13,13,12,12,0.9230769230769231,1
1882,Hatfield,8,8,6,6,0.75,1
1882,Havant,6,6,6,6,1.0,1
1882,Haverfordwest,69,69,59,59,0.855072463768116,1
1882,Hay,24,24,17,17,0.7083333333333334,1
1882,Hayfield,6,6,3,3,0.5,1
1882,Headington,21,21,17,17,0.8095238095238095,1
1882,Helmsley,53,53,47,47,0.8867924528301887,1
1882,Helston,18,18,16,16,0.8888888888888888,1
1882,Hemel Hempstead,6,6,6,6,1.0,1
1882,Hemsworth,25,25,22,22,0.88,1
1882,Hendon (1837-1947),8,8,8,8,1.0,1
1882,Hendon (1947-1999),8,8,8,8,1.0,1
1882,Henley,24,24,23,23,0.9583333333333334,1
1882,Henstead,37,37,32,32,0.8648648648648649,1
1882,Hereford,79,79,72,72,0.9113924050632911,1
1882,Hertford,18,18,16,16,0.8888888888888888,1
1882,Hexham,72,72,66,66,0.9166666666666666,1
1882,Highworth,15,15,14,14,0.9333333333333333,1
1882,Hinckley,14,14,14,14,1.0,1
1882,Hitchin,27,27,26,26,0.9629629629629629,1
1882,Holbeach,11,11,9,9,0.8181818181818182,1
1882,Holbeck,3,3,0,0,0.0,0
1882,Holborn,10,10,2,2,0.2,1
1882,Hollingbourne,23,23,23,23,1.0,1
1882,Holsworthy,19,19,18,18,0.9473684210526315,1
1882,Holywell,14,14,5,5,0.35714285714285715,1
1882,Honiton,28,28,28,28,1.0,1
1882,Hoo,7,7,6,6,0.8571428571428571,1
1882,Horncastle,70,70,69,69,0.9857142857142858,1
1882,Horsham,13,13,10,10,0.7692307692307693,1
1882,Houghton le Spring,16,16,13,13,0.8125,1
1882,Howden (1837-1937),42,42,34,34,0.8095238095238095,1
1882,Hoxne,24,24,24,24,1.0,1
1882,Huddersfield,34,34,24,24,0.7058823529411765,1
1882,Hull,1,1,0,0,0.0,0
1882,Hungerford,22,22,19,19,0.8636363636363636,1
1882,Hunslet (1845-1929),2,2,1,1,0.5,1
1882,Huntingdon,33,33,32,32,0.9696969696969697,1
1882,Ipswich,16,16,16,16,1.0,1
1882,Isle of Wight,32,32,30,30,0.9375,1
1882,Islington,1,1,0,0,0.0,0
1882,Keighley (1837-1946),6,6,6,6,1.0,1
1882,Keighley (1974 onw),6,6,6,6,1.0,1
1882,Kendal (1837-1937),58,58,51,51,0.8793103448275862,1
1882,Kendal (1974 onw),58,58,51,51,0.8793103448275862,1
1882,Kensington,2,2,0,0,0.0,0
1882,Kettering,30,30,29,29,0.9666666666666667,1
1882,Keynsham,19,19,19,19,1.0,1
1882,Kidderminster,12,12,11,11,0.9166666666666666,1
1882,Kings Lynn,4,4,4,4,1.0,1
1882,Kings Norton (1913-1924),5,5,5,5,1.0,1
1882,Kings Norton (to 1912),5,5,5,5,1.0,1
1882,Kingsbridge,26,26,26,26,1.0,1
1882,Kingsclere (1837-1932),15,15,15,15,1.0,1
1882,Kingston,13,13,12,12,0.9230769230769231,1
1882,Knaresborough,21,21,17,17,0.8095238095238095,1
1882,Knighton,27,27,11,11,0.4074074074074074,1
1882,Lambeth,1,1,0,0,0.0,0
1882,Lampeter,14,14,10,10,0.7142857142857143,1
1882,Lancaster,24,24,18,18,0.75,1
1882,Langport,29,29,28,28,0.9655172413793104,1
1882,Launceston,25,25,20,20,0.8,1
1882,Ledbury,22,22,21,21,0.9545454545454546,1
1882,Leeds (1837-1929),1,1,1,1,1.0,1
1882,Leeds (1939 onw),1,1,1,1,1.0,1
1882,Leek,21,21,19,19,0.9047619047619048,1
1882,Leicester (1837-1974),10,10,7,7,0.7,1
1882,Leigh,10,10,8,8,0.8,1
1882,Leighton Buzzard,16,16,16,16,1.0,1
1882,Leominster,27,27,22,22,0.8148148148148148,1
1882,Lewes,43,43,39,39,0.9069767441860465,1
1882,Lewisham,4,4,4,4,1.0,1
1882,Lexden,36,36,32,32,0.8888888888888888,1
1882,Leyburn,37,37,32,32,0.8648648648648649,1
1882,Lichfield,36,36,26,26,0.7222222222222222,1
1882,Lincoln,99,99,82,82,0.8282828282828283,1
1882,Linton,22,22,21,21,0.9545454545454546,1
1882,Liskeard,25,25,24,24,0.96,1
1882,Liverpool (1837-1934),1,1,0,0,0.0,0
1882,Liverpool (1969 onw),1,1,0,0,0.0,0
1882,Llandilofawr,13,13,11,11,0.8461538461538461,1
1882,Llandovery,12,12,7,7,0.5833333333333334,1
1882,Llanelly (to 1974),9,9,4,4,0.4444444444444444,1
1882,Llanfyllin,23,23,11,11,0.4782608695652174,1
1882,Llanrwst,18,18,10,10,0.5555555555555556,1
1882,Loddon,41,41,39,39,0.9512195121951219,1
1882,London City,114,114,69,69,0.6052631578947368,1
1882,Longtown,14,14,9,9,0.6428571428571429,1
1882,Loughborough,25,25,20,20,0.8,1
1882,Louth,90,90,84,84,0.9333333333333333,1
1882,Ludlow,32,32,26,26,0.8125,1
1882,Lunesdale,22,22,0,0,0.0,0
1882,Luton,12,12,10,10,0.8333333333333334,1
1882,Lutterworth,37,37,36,36,0.972972972972973,1
1882,Lymington,8,8,6,6,0.75,1
1882,Macclesfield,40,40,39,39,0.975,1
1882,Machynlleth,11,11,8,8,0.7272727272727273,1
1882,Madeley,12,12,11,11,0.9166666666666666,1
1882,Maidstone,16,16,15,15,0.9375,1
1882,Maldon (1837-1972),36,36,32,32,0.8888888888888888,1
1882,Maldon (1974 onw),36,36,32,32,0.8888888888888888,1
1882,Malling,22,22,21,21,0.9545454545454546,1
1882,Malmesbury,23,23,21,21,0.9130434782608695,1
1882,Malton,65,65,56,56,0.8615384615384616,1
1882,Manchester (1837-1924),1,1,0,0,0.0,0
1882,Manchester (1939 onw),1,1,0,0,0.0,0
1882,Mansfield,21,21,19,19,0.9047619047619048,1
1882,Market Bosworth,31,31,30,30,0.967741935483871,1
1882,Market Drayton,14,14,12,12,0.8571428571428571,1
1882,Market Harborough,42,42,41,41,0.9761904761904762,1
1882,Marlborough,18,18,18,18,1.0,1
1882,Martley (from 1934),29,29,28,28,0.9655172413793104,1
1882,Martley (to 1913),29,29,28,28,0.9655172413793104,1
1882,Marylebone (1837-1901),1,1,0,0,0.0,0
1882,Medway (1837-1941),7,7,6,6,0.8571428571428571,1
1882,Medway (1998 onw),7,7,6,6,0.8571428571428571,1
1882,Melksham,6,6,6,6,1.0,1
1882,Melton Mowbray,56,56,53,53,0.9464285714285714,1
1882,Melton Mowbray (1997 onw),56,56,53,53,0.9464285714285714,1
1882,Mere,12,12,8,8,0.6666666666666666,1
1882,Meriden,18,18,17,17,0.9444444444444444,1
1882,Merthyr Tydfil,6,6,4,4,0.6666666666666666,1
1882,Middlesbrough (1875-1968),12,12,0,0,0.0,0
1882,Middlesbrough (1996 onw),12,12,0,0,0.0,0
1882,Midhurst (to 1935),25,25,20,20,0.8,1
1882,Mildenhall,13,13,12,12,0.9230769230769231,1
1882,Mile End Old Town,1,1,0,0,0.0,0
1882,Milton,19,19,19,19,1.0,1
1882,Mitford,60,60,57,57,0.95,1
1882,Monmouth (1837-1939),33,33,28,28,0.8484848484848485,1
1882,Morpeth,71,71,65,65,0.9154929577464789,1
1882,Mutford,24,24,24,24,1.0,1
1882,Nantwich,78,78,75,75,0.9615384615384616,1
1882,Narberth,51,51,43,43,0.8431372549019608,1
1882,Neath (1837-1970),23,23,20,20,0.8695652173913043,1
1882,Neath (1974 onw),23,23,20,20,0.8695652173913043,1
1882,New Forest,9,9,8,8,0.8888888888888888,1
1882,Newark,52,52,49,49,0.9423076923076923,1
1882,Newbury,18,18,14,14,0.7777777777777778,1
1882,Newcastle in Emlyn,22,22,18,18,0.8181818181818182,1
1882,Newcastle under Lyme,9,9,7,7,0.7777777777777778,1
1882,Newcastle upon Tyne,11,11,11,11,1.0,1
1882,Newent,18,18,18,18,1.0,1
1882,Newmarket (1938-1989),29,29,27,27,0.9310344827586207,1
1882,Newmarket (to 1938),29,29,27,27,0.9310344827586207,1
1882,Newport M,40,40,31,31,0.775,1
1882,Newport Pagnell,48,48,47,47,0.9791666666666666,1
1882,Newport S,16,16,15,15,0.9375,1
1882,Newton Abbot,39,39,37,37,0.9487179487179487,1
1882,Newtown,17,17,9,9,0.5294117647058824,1
1882,North Aylesford,15,15,13,13,0.8666666666666667,1
1882,North Witchford,7,7,7,7,1.0,1
1882,Northallerton,43,43,41,41,0.9534883720930233,1
1882,Northampton (1837-1923),18,18,17,17,0.9444444444444444,1
1882,Northampton (1936 onw),18,18,17,17,0.9444444444444444,1
1882,Northleach,29,29,28,28,0.9655172413793104,1
1882,Northwich,59,59,52,52,0.8813559322033898,1
1882,Norwich,44,44,22,22,0.5,1
1882,Nottingham,9,9,3,3,0.3333333333333333,1
1882,Nuneaton,7,7,7,7,1.0,1
1882,Oakham,31,31,29,29,0.9354838709677419,1
1882,Okehampton,28,28,27,27,0.9642857142857143,1
1882,Oldham,8,8,7,7,0.875,1
1882,Ongar,26,26,23,23,0.8846153846153846,1
1882,Ormskirk,21,21,21,21,1.0,1
1882,Orsett,18,18,16,16,0.8888888888888888,1
1882,Oswestry,14,14,8,8,0.5714285714285714,1
1882,Oundle,37,37,34,34,0.918918918918919,1
1882,Oxford,11,11,11,11,1.0,1
1882,Pancras (1837-1901),1,1,1,1,1.0,1
1882,Pateley Bridge,14,14,8,8,0.5714285714285714,1
1882,Patrington,27,27,25,25,0.9259259259259259,1
1882,Pembroke,29,29,25,25,0.8620689655172413,1
1882,Penrith,39,39,35,35,0.8974358974358975,1
1882,Penzance,20,20,20,20,1.0,1
1882,Pershore,39,39,37,37,0.9487179487179487,1
1882,Peterborough,42,42,40,40,0.9523809523809523,1
1882,Petersfield,14,14,12,12,0.8571428571428571,1
1882,Petworth (to 1935),14,14,3,3,0.21428571428571427,1
1882,Pewsey,27,27,22,22,0.8148148148148148,1
1882,Pickering,25,25,21,21,0.84,1
1882,Plomesgate,42,42,42,42,1.0,1
1882,Plymouth,2,2,2,2,1.0,1
1882,Plympton St Mary,20,20,18,18,0.9,1
1882,Pocklington (1837-1937),47,47,37,37,0.7872340425531915,1
1882,Pocklington (1974 onw),47,47,37,37,0.7872340425531915,1
1882,Pontardawe,7,7,0,0,0.0,0
1882,Pontefract,19,19,14,14,0.7368421052631579,1
1882,Pontypool,22,22,16,16,0.7272727272727273,1
1882,Pontypridd,6,6,0,0,0.0,0
1882,Poole (1959 onw),8,8,6,6,0.75,1
1882,Poole (to 1958),8,8,6,6,0.75,1
1882,Poplar (to 1965),3,3,2,2,0.6666666666666666,1
1882,Portsea Island (1837-1900),3,3,2,2,0.6666666666666666,1
1882,Potterspury,15,15,13,13,0.8666666666666667,1
1882,Prescot,20,20,19,19,0.95,1
1882,Preston,28,28,25,25,0.8928571428571429,1
1882,Prestwich,12,12,0,0,0.0,0
1882,Pwllheli (to 1937),33,33,19,19,0.5757575757575758,1
1882,Reading (1837-1974),3,3,3,3,1.0,1
1882,Redruth (to 1974),8,8,8,8,1.0,1
1882,Reeth,7,7,6,6,0.8571428571428571,1
1882,Reigate,15,15,15,15,1.0,1
1882,Rhayader,10,10,4,4,0.4,1
1882,Ribble Valley,44,44,0,0,0.0,0
1882,Richmond Sry,5,5,5,5,1.0,1
1882,Richmond Yk,41,41,37,37,0.9024390243902439,1
1882,Ringwood (to 1932),6,6,5,5,0.8333333333333334,1
1882,Ripon,44,44,39,39,0.8863636363636364,1
1882,Risbridge,27,27,26,26,0.9629629629629629,1
1882,Rochdale,6,6,2,2,0.3333333333333333,1
1882,Rochford,28,28,27,27,0.9642857142857143,1
1882,Romford,10,10,9,9,0.9,1
1882,Romney Marsh,19,19,18,18,0.9473684210526315,1
1882,Romsey (1837-1932),14,14,12,12,0.8571428571428571,1
1882,Romsey (1974 onw),14,14,12,12,0.8571428571428571,1
1882,Ross,29,29,24,24,0.8275862068965517,1
1882,Rothbury,71,71,61,61,0.8591549295774648,1
1882,Rotherham,27,27,25,25,0.9259259259259259,1
1882,Royston,45,45,44,44,0.9777777777777777,1
1882,Rugby,42,42,39,39,0.9285714285714286,1
1882,Runcorn,37,37,32,32,0.8648648648648649,1
1882,Ruthin,21,21,16,16,0.7619047619047619,1
1882,Rye,11,11,10,10,0.9090909090909091,1
1882,Saddleworth,1,1,0,0,0.0,0
1882,Saffron Walden,24,24,22,22,0.9166666666666666,1
1882,Salford,4,4,4,4,1.0,1
1882,Samford,28,28,28,28,1.0,1
1882,Scarborough,32,32,30,30,0.9375,1
1882,Scilly Islands,5,5,5,5,1.0,1
1882,Sculcoates,21,21,18,18,0.8571428571428571,1
1882,Sedbergh,3,3,1,1,0.3333333333333333,1
1882,Selby,28,28,24,24,0.8571428571428571,1
1882,Settle,31,31,26,26,0.8387096774193549,1
1882,Sevenoaks,17,16,17,16,1.0,1
1882,Shaftesbury,19,19,19,19,1.0,1
1882,Shardlow,48,48,44,44,0.9166666666666666,1
1882,Sheffield,4,4,3,3,0.75,1
1882,Sheppey,7,7,5,5,0.7142857142857143,1
1882,Shepton Mallet,25,25,22,22,0.88,1
1882,Sherborne,30,30,29,29,0.9666666666666667,1
1882,Shifnal,16,16,14,14,0.875,1
1882,Shipston on Stour,36,36,36,36,1.0,1
1882,Shoreditch,1,1,0,0,0.0,0
1882,Skipton (to 1946),50,50,40,40,0.8,1
1882,Skirlaugh,42,42,36,36,0.8571428571428571,1
1882,Sleaford (1974 onw),59,59,55,55,0.9322033898305084,1
1882,Sleaford (to 1933),59,59,55,55,0.9322033898305084,1
1882,Smallburgh,41,41,0,0,0.0,0
1882,Solihull,12,12,11,11,0.9166666666666666,1
1882,South Dorset,89,89,0,0,0.0,0
1882,South Molton,31,31,30,30,0.967741935483871,1
1882,South Shields,6,6,4,4,0.6666666666666666,1
1882,South Stoneham,9,9,8,8,0.8888888888888888,1
1882,Southam,26,26,25,25,0.9615384615384616,1
1882,Southampton,6,6,6,6,1.0,1
1882,Southwell,61,61,61,61,1.0,1
1882,Spalding,10,10,9,9,0.9,1
1882,Spilsby,67,67,61,61,0.9104477611940298,1
1882,St Albans,8,8,8,8,1.0,1
1882,St Asaph,16,16,11,11,0.6875,1
1882,St Austell,15,15,14,14,0.9333333333333333,1
1882,St Columb,16,16,14,14,0.875,1
1882,St Faiths,29,29,27,27,0.9310344827586207,1
1882,St George Hanover Square,3,3,0,0,0.0,0
1882,St George in the East,1,1,0,0,0.0,0
1882,St Germans,13,13,10,10,0.7692307692307693,1
1882,St Giles,1,1,0,0,0.0,0
1882,St Ives,24,24,23,23,0.9583333333333334,1
1882,St Neots,29,29,26,26,0.896551724137931,1
1882,St Olave Southwark (1837-1901),5,5,2,2,0.4,1
1882,St Saviour Southwark,4,4,2,2,0.5,1
1882,St Thomas,49,49,48,48,0.9795918367346939,1
1882,Stafford,26,26,24,24,0.9230769230769231,1
1882,Staines,13,13,13,13,1.0,1
1882,Stamford,37,37,36,36,0.972972972972973,1
1882,Stepney (1926-82),4,4,2,2,0.5,1
1882,Stepney (to 1921),4,4,2,2,0.5,1
1882,Steyning,24,24,23,23,0.9583333333333334,1
1882,Stockbridge (to 1932),18,18,16,16,0.8888888888888888,1
1882,Stockport,17,17,14,14,0.8235294117647058,1
1882,Stockton (to 1938),40,40,35,35,0.875,1
1882,Stoke Damerel,1,1,0,0,0.0,0
1882,Stoke upon Trent,3,3,2,2,0.6666666666666666,1
1882,Stokesley,33,33,25,25,0.7575757575757576,1
1882,Stone,10,10,10,10,1.0,1
1882,Stourbridge,9,9,9,9,1.0,1
1882,Stow (to 1935),34,34,33,33,0.9705882352941176,1
1882,Stow on the Wold,26,26,23,23,0.8846153846153846,1
1882,Strand (1837-1913),7,7,5,5,0.7142857142857143,1
1882,Stratford upon Avon,36,36,29,29,0.8055555555555556,1
1882,Stratton,11,11,10,10,0.9090909090909091,1
1882,Stroud (1837 onw),16,16,14,14,0.875,1
1882,Sturminster (1959 to 1974),20,20,16,16,0.8,1
1882,Sturminster (to 1958),20,20,16,16,0.8,1
1882,Sudbury,44,44,39,39,0.8863636363636364,1
1882,Sunderland,11,11,9,9,0.8181818181818182,1
1882,Swaffham,33,33,31,31,0.9393939393939394,1
1882,Swansea,9,9,5,5,0.5555555555555556,1
1882,Tadcaster,26,26,9,9,0.34615384615384615,1
1882,Tamworth,27,27,23,23,0.8518518518518519,1
1882,Taunton (1837-1974),38,38,37,37,0.9736842105263158,1
1882,Taunton (1996 onw),38,38,37,37,0.9736842105263158,1
1882,Tavistock,25,25,24,24,0.96,1
1882,Teesdale,44,44,41,41,0.9318181818181818,1
1882,Tenbury,17,17,16,16,0.9411764705882353,1
1882,Tendring,33,33,32,32,0.9696969696969697,1
1882,Tenterden,11,11,11,11,1.0,1
1882,Tetbury,13,13,11,11,0.8461538461538461,1
1882,Tewkesbury,23,23,21,21,0.9130434782608695,1
1882,Thakeham,18,18,14,14,0.7777777777777778,1
1882,Thame,36,36,34,34,0.9444444444444444,1
1882,Thanet,11,11,11,11,1.0,1
1882,Thetford,37,37,35,35,0.9459459459459459,1
1882,Thingoe,48,48,47,47,0.9791666666666666,1
1882,Thirsk,42,42,38,38,0.9047619047619048,1
1882,Thornbury,21,21,19,19,0.9047619047619048,1
1882,Thorne,13,13,13,13,1.0,1
1882,Thrapston,26,26,26,26,1.0,1
1882,Ticehurst,6,6,6,6,1.0,1
1882,Tisbury,20,20,19,19,0.95,1
1882,Tiverton,27,27,26,26,0.9629629629629629,1
1882,Todmorden,6,6,5,5,0.8333333333333334,1
1882,Tonbridge,9,9,9,9,1.0,1
1882,Torrington,23,23,21,21,0.9130434782608695,1
1882,Totnes,28,28,27,27,0.9642857142857143,1
1882,Towcester,23,23,23,23,1.0,1
1882,Toxteth Park,1,1,0,0,0.0,0
1882,Tregaron,22,22,15,15,0.6818181818181818,1
1882,Truro,24,24,24,24,1.0,1
1882,Tynemouth,24,24,24,24,1.0,1
1882,Uckfield,11,11,10,10,0.9090909090909091,1
1882,Ulverston,28,28,20,20,0.7142857142857143,1
1882,Uppingham,36,36,35,35,0.9722222222222222,1
1882,Upton upon Severn,22,22,22,22,1.0,1
1882,Uttoxeter,21,21,16,16,0.7619047619047619,1
1882,Uxbridge,10,10,10,10,1.0,1
1882,Wakefield,22,22,15,15,0.6818181818181818,1
1882,Wallingford,29,29,28,28,0.9655172413793104,1
1882,Walsall,8,8,6,6,0.75,1
1882,Walsingham,55,55,53,53,0.9636363636363636,1
1882,Wandsworth,6,6,6,6,1.0,1
1882,Wangford,27,27,14,14,0.5185185185185185,1
1882,Wantage,34,34,33,33,0.9705882352941176,1
1882,Ware,15,15,13,13,0.8666666666666667,1
1882,Wareham,27,27,24,24,0.8888888888888888,1
1882,Warminster,21,21,19,19,0.9047619047619048,1
1882,Warrington,16,16,10,10,0.625,1
1882,Warwick (to 1932),35,35,33,33,0.9428571428571428,1
1882,Watford,6,6,6,6,1.0,1
1882,Wayland,25,25,24,24,0.96,1
1882,Weardale,4,4,2,2,0.5,1
1882,Wellingborough,27,27,27,27,1.0,1
1882,Wellington Sal,11,11,7,7,0.6363636363636364,1
1882,Wellington Som,24,24,23,23,0.9583333333333334,1
1882,Wells,18,18,17,17,0.9444444444444444,1
1882,Wem,11,11,10,10,0.9090909090909091,1
1882,Weobley,26,26,26,26,1.0,1
1882,West Ashford,12,12,12,12,1.0,1
1882,West Bromwich,4,4,2,2,0.5,1
1882,West Derby,22,22,20,20,0.9090909090909091,1
1882,West Ham,7,7,5,5,0.7142857142857143,1
1882,West Ward,22,22,20,20,0.9090909090909091,1
1882,Westbourne,12,12,12,12,1.0,1
1882,Westbury,10,10,10,10,1.0,1
1882,Westbury on Severn,15,15,13,13,0.8666666666666667,1
1882,Westhampnett,37,37,31,31,0.8378378378378378,1
1882,Westminster (1870-1913),2,2,0,0,0.0,0
1882,Westminster (1965 onw),2,2,0,0,0.0,0
1882,Wetherby,36,36,0,0,0.0,0
1882,Weymouth (1959-97),18,18,17,17,0.9444444444444444,1
1882,Weymouth (to 1958),18,18,17,17,0.9444444444444444,1
1882,Wharfedale,33,33,0,0,0.0,0
1882,Wheatenhurst,14,14,13,13,0.9285714285714286,1
1882,Whitby,22,22,22,22,1.0,1
1882,Whitchurch H,8,8,7,7,0.875,1
1882,Whitechapel,10,10,5,5,0.5,1
1882,Whitehaven,25,25,22,22,0.88,1
1882,Whittlesey,1,1,0,0,0.0,0
1882,Wigan,20,20,19,19,0.95,1
1882,Wigton,31,31,22,22,0.7096774193548387,1
1882,Williton,36,36,34,34,0.9444444444444444,1
1882,Wilton,23,23,20,20,0.8695652173913043,1
1882,Wimborne,26,26,24,24,0.9230769230769231,1
1882,Wincanton,41,41,40,40,0.975609756097561,1
1882,Winchcomb,27,27,25,25,0.9259259259259259,1
1882,Winchester,39,39,37,37,0.9487179487179487,1
1882,Windsor,7,7,5,5,0.7142857142857143,1
1882,Winslow,17,17,17,17,1.0,1
1882,Wirral (1837-1974),47,47,43,43,0.9148936170212766,1
1882,Wisbech,20,20,19,19,0.95,1
1882,Witney,41,41,38,38,0.926829268292683,1
1882,Woburn,16,16,16,16,1.0,1
1882,Wokingham,13,13,12,12,0.9230769230769231,1
1882,Wolstanton,2,2,1,1,0.5,1
1882,Wolverhampton,17,17,14,14,0.8235294117647058,1
1882,Woodbridge,50,50,46,46,0.92,1
